CODIGO,FECHA ORDEN DE COMPRA,FECHA DE LLEGADA,NOMBRE PROVEEDOR,PRODUCTO, CANTIDAD , COSTO UNITARIO  , COSTO TOTAL 
231011,29-03-23,03-02-23,TAMERICA PRODUCTS INC,MAQUINA PERFORADORA SB - V400M SECUREBIND,1008,53818,54248240
112001,07-09-22,04-02-23,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP BRILLANTE 250 MM X 4000 MT 18 MIC,96,192628,18492304
112006,07-09-22,04-02-23,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP BRILLANTE 345 MM X 4000 MT 18 MIC,120,264931,31791722
112008,07-09-22,04-02-23,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP BRILLANTE 495 MM X 4000 MT 18 MIC,81,381206,30877713
112010,07-09-22,04-02-23,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP MATE 250 MM X 4000 MT 18 MIC,54,183464,9907040
112011,07-09-22,04-02-23,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP MATE 300 MM X 4000 MT 18 MIC,100,223665,22366497
112015,07-09-22,04-02-23,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP MATE 345 MM X 4000 MT 18 MIC,115,252201,29003109
112017,07-09-22,04-02-23,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP MATE 495 MM X 4000 MT 18 MIC,257,363626,93451981
112018,07-09-22,04-02-23,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP MATE 595 MM X 4000 MT 18 MIC,30,335044,10051331
112019,07-09-22,04-02-23,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP MATE 695 MM X 3000 MT 18 MIC,80,379349,30347951
222002,29-03-23,08-02-23,TAMERICA PRODUCTS INC,LAMINADORA TAHSIN TCC 330 ,150,567798,85169709
122017,06-12-22,30-03-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1    8 MM X 60000 LOOPS BLANCO,72,168479,12130479
122020,06-12-22,30-03-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1    9 MM X 43000 LOOPS BLANCO,70,142705,9989326
122024,06-12-22,30-03-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1   11 MM X 32000 LOOPS BLANCO,50,147704,7385209
122026,06-12-22,30-03-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1   12 MM X 24000 LOOPS BLANCO,50,122270,6113487
122027,06-12-22,30-03-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1   12 MM X 24000 LOOPS NEGRO,40,122270,4890790
122028,06-12-22,30-03-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1   12 MM X 24000 LOOPS PLATA,10,138142,1381420
122029,06-12-22,30-03-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1   14 MM X 19300 LOOPS BLANCO,20,129017,2580333
122031,06-12-22,30-03-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1   14 MM X 19300 LOOPS PLATA,10,146297,1462965
122013,06-12-22,30-03-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  2.1   19 MM X 7000 LOOPS BLANCO,30,103194,3095817
122014,06-12-22,30-03-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  2.1   19 MM X 7000 LOOPS NEGRO,20,103194,2063878
122041,06-12-22,30-03-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  12MM CAJA X 540 BLANCO,60,208598,12515878
122042,06-12-22,30-03-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  12MM CAJA X 540 NEGRO,40,208598,8343903
122044,06-12-22,30-03-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  14MM CAJA X 384 BLANCO,40,195575,7822982
122047,06-12-22,30-03-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 BLANCO,140,192604,26964579
122049,06-12-22,30-03-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 NEGRO,40,192604,7704159
122051,06-12-22,30-03-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 BLANCO,100,216416,21641550
122053,06-12-22,30-03-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 NEGRO,20,216416,4328320
122055,06-12-22,30-03-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 BLANCO,40,209174,8366959
122057,06-12-22,30-03-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 NEGRO,60,209174,12550438
122059,06-12-22,30-03-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 BLANCO,40,177704,7108148
122064,06-12-22,30-03-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  28MM CAJA X 96 PLATA,30,226621,6798615
112001,06-12-22,02-05-23,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP BRILLANTE 250 MM X 4000 MT 18 MIC,50,184408,9220379
112006,06-12-22,02-05-23,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP BRILLANTE 345 MM X 4000 MT 18 MIC,53,254613,13494490
112007,06-12-22,02-05-23,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP BRILLANTE 445 MM X 4000 MT 18 MIC,42,325965,13690526
112008,06-12-22,02-05-23,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP BRILLANTE 495 MM X 4000 MT 18 MIC,99,364166,36052466
112009,06-12-22,02-05-23,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP BRILLANTE 695 MM X 4000 MT 18 MIC,117,387235,45306455
112003,06-12-22,02-05-23,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP BRILLANTE 330 MM X 200 MT 23 MIC,660,17236,11375736
112010,06-12-22,02-05-23,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP MATE 250 MM X 4000 MT 18 MIC,58,175253,10164683
112015,06-12-22,02-05-23,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP MATE 345 MM X 4000 MT 18 MIC,64,243867,15607483
112016,06-12-22,02-05-23,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP MATE 445 MM X 4000 MT 18 MIC,49,322533,15804109
112017,06-12-22,02-05-23,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP MATE 495 MM X 4000 MT 18 MIC,216,350361,75677902
112018,06-12-22,02-05-23,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP MATE 595 MM X 4000 MT 18 MIC,66,315793,20842363
112019,06-12-22,02-05-23,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP MATE 695 MM X 3000 MT 18 MIC,45,366521,16493457
112012,06-12-22,02-05-23,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP MATE 330 MM X 200 MT 23 MIC,480,16329,7837828
122017,06-03-23,15-05-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1    8 MM X 60000 LOOPS BLANCO,30,157472,4724149
122018,06-03-23,15-05-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1    8 MM X 60000 LOOPS NEGRO,30,157472,4724149
122020,06-03-23,15-05-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1    9 MM X 43000 LOOPS BLANCO,80,133381,10670507
122022,06-03-23,15-05-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1    9 MM X 43000 LOOPS NEGRO,60,133381,8002880
122024,06-03-23,15-05-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1   11 MM X 32000 LOOPS BLANCO,30,138054,4141626
122025,06-03-23,15-05-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1   11 MM X 32000 LOOPS NEGRO,30,138054,4141626
122026,06-03-23,15-05-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1   12 MM X 24000 LOOPS BLANCO,20,114283,2285666
122027,06-03-23,15-05-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1   12 MM X 24000 LOOPS NEGRO,10,114283,1142833
122009,06-03-23,15-05-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  2.1   16 MM X 10500 LOOPS BLANCO,30,103665,3109963
122013,06-03-23,15-05-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  2.1   19 MM X 7000 LOOPS BLANCO,10,96452,964519
122014,06-03-23,15-05-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  2.1   19 MM X 7000 LOOPS NEGRO,10,96452,964519
122015,06-03-23,15-05-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  2.1   19 MM X 7000 LOOPS PLATA,7,109019,763132
122089,06-03-23,15-05-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   16 MM  CAJA X 50 BLANCO,300,11433,3429806
122112,06-03-23,15-05-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   19 MM  CAJA X 50 BRONCE,200,17058,3411659
122044,06-03-23,15-05-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  14MM CAJA X 384 BLANCO,50,182798,9139888
122045,06-03-23,15-05-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  14MM CAJA X 384 NEGRO,50,182798,9139888
122047,06-03-23,15-05-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 BLANCO,180,180021,32403724
122049,06-03-23,15-05-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 NEGRO,40,180021,7200823
122048,06-03-23,15-05-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 BRONCE,20,205239,4104788
122051,06-03-23,15-05-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 BLANCO,100,202268,20226795
122053,06-03-23,15-05-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 NEGRO,40,202268,8090718
122054,06-03-23,15-05-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 PLATA,40,230593,9223727
122052,06-03-23,15-05-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 BRONCE,40,230593,9223727
122055,06-03-23,15-05-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 BLANCO,40,195508,7820320
122056,06-03-23,15-05-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 BRONCE,20,222853,4457069
113008,03-02-23,20-05-23,YIXING CONNECT PLASTIC TECHNOLOGY CO,BOLSILLO OFICIO 225MM X 337MM 125 MIC CAJA X 100,2000,19325,38649660
113002,03-02-23,20-05-23,YIXING CONNECT PLASTIC TECHNOLOGY CO,BOLSILLO CEDULA 70 X 100 MM 175 MIC CAJA X 100,10000,2945,29447360
113001,03-02-23,20-05-23,YIXING CONNECT PLASTIC TECHNOLOGY CO,BOLSILLO CARNET 60 X 90 MM 175 MIC CAJA X 100,3000,2255,6763691
113007,03-02-23,20-05-23,YIXING CONNECT PLASTIC TECHNOLOGY CO,BOLSILLO CARTA 225MM X 288MM 250 MIC CAJA X 50,4000,16564,66256560
111003,03-02-23,20-05-23,YIXING CONNECT PLASTIC TECHNOLOGY CO,ROLLO 226 MM X 60 MTS 125 MICRAS,1200,16794,20153037
111007,03-02-23,20-05-23,YIXING CONNECT PLASTIC TECHNOLOGY CO,ROLLO 300 MM X 60 MTS 125 MICRAS,200,22316,4463116
111019,03-02-23,20-05-23,YIXING CONNECT PLASTIC TECHNOLOGY CO,ROLLO 540 MM X 60 MTS 125 MICRAS,100,40260,4026006
111020,03-02-23,20-05-23,YIXING CONNECT PLASTIC TECHNOLOGY CO,ROLLO 540 MM X 60 MTS 175 MICRAS,60,25306,1518380
111005,03-02-23,20-05-23,YIXING CONNECT PLASTIC TECHNOLOGY CO,ROLLO 226 MM X 60 MTS 250 MICRAS,210,33588,7053563
111016,03-02-23,20-05-23,YIXING CONNECT PLASTIC TECHNOLOGY CO,ROLLO 680 MM X 60 MTS 125 MICRAS BRILLANTE,200,50613,10122530
121023,01-03-23,10-06-23,KAM SHUI LUNG KINARY,CARATULA CARTA STRIPE PAQ X 50 TRANSPARENTE,6500,5910,38415368
121034,01-03-23,10-06-23,KAM SHUI LUNG KINARY,CARATULA CARTA STRIPE PAQ X 50 AMARILLO,1000,5910,5910057
121017,01-03-23,10-06-23,KAM SHUI LUNG KINARY,CARATULA CARTA STRIPE PAQ X 50 AZUL T-1,3000,5910,17730170
121019,01-03-23,10-06-23,KAM SHUI LUNG KINARY,CARATULA CARTA STRIPE PAQ X 50 HUMO,3000,5910,17730170
121020,01-03-23,10-06-23,KAM SHUI LUNG KINARY,CARATULA CARTA STRIPE PAQ X 50 LILA,1000,5910,5910057
121021,01-03-23,10-06-23,KAM SHUI LUNG KINARY,CARATULA CARTA STRIPE PAQ X 50 NARANJA,1000,5910,5910057
121030,01-03-23,10-06-23,KAM SHUI LUNG KINARY,CARATULA OFICIO STRIPE PAQ X 50 TRANSPARENTE,2260,6924,15649301
121010,01-03-23,10-06-23,KAM SHUI LUNG KINARY,CARATULA CARTA GRAIN PAQ X 50 NEGRO,2000,6660,13319680
121009,01-03-23,10-06-23,KAM SHUI LUNG KINARY,CARATULA CARTA GRAIN PAQ X 50 AZUL,2000,6660,13319680
121022,01-03-23,10-06-23,KAM SHUI LUNG KINARY,CARATULA CARTA STRIPE PAQ X 50 ROJO,1000,5910,5910057
131019,06-03-23,24-06-23,JIANGYIN UNION INTERNATIONAL,YOYO ORIGINAL CAJA X 50 BLANCO,2800,27070,75796812
131018,06-03-23,24-06-23,JIANGYIN UNION INTERNATIONAL,YOYO ORIGINAL CAJA X 50 AZUL,1200,27070,32484348
131020,06-03-23,24-06-23,JIANGYIN UNION INTERNATIONAL,YOYO ORIGINAL CAJA X 50 NEGRO,400,27070,10828116
231015,06-03-23,24-06-23,JIANGYIN UNION INTERNATIONAL,ENCUADERNADORA DUO GENERICA - WW2500A(2.1) (3.1),140,704125,98577502
231003,06-03-23,24-06-23,JIANGYIN UNION INTERNATIONAL,ENCUADERNADORA GENERICA W25A (2.1),40,421672,16866873
131001,06-03-23,24-06-23,JIANGYIN UNION INTERNATIONAL,DESPUNTADORA L30,60,229056,13743378
311014,06-03-23,24-06-23,JIANGYIN UNION INTERNATIONAL,TROQUEL BORDEADOR R6,30,29153,874579
311013,06-03-23,24-06-23,JIANGYIN UNION INTERNATIONAL,TROQUEL BORDEADOR R3.5,10,29153,291526
311015,06-03-23,24-06-23,JIANGYIN UNION INTERNATIONAL,TROQUEL REDONDO 5MM,20,14576,291526
121023,21-04-23,03-08-23,KAM SHUI LUNG KINARY,CARATULA CARTA STRIPE PAQ X 50 TRANSPARENTE,10000,5164,51635549
121034,21-04-23,03-08-23,KAM SHUI LUNG KINARY,CARATULA CARTA STRIPE PAQ X 50 AMARILLO,1000,5164,5163555
121017,21-04-23,03-08-23,KAM SHUI LUNG KINARY,CARATULA CARTA STRIPE PAQ X 50 AZUL T-1,1000,5164,5163555
121018,21-04-23,03-08-23,KAM SHUI LUNG KINARY,CARATULA CARTA STRIPE PAQ X 50 AZUL T-2,1000,5164,5163555
121020,21-04-23,03-08-23,KAM SHUI LUNG KINARY,CARATULA CARTA STRIPE PAQ X 50 LILA,1000,5164,5163555
121022,21-04-23,03-08-23,KAM SHUI LUNG KINARY,CARATULA CARTA STRIPE PAQ X 50 ROJO,1000,5164,5163555
121021,21-04-23,03-08-23,KAM SHUI LUNG KINARY,CARATULA CARTA STRIPE PAQ X 50 NARANJA,1000,5164,5163555
121030,21-04-23,03-08-23,KAM SHUI LUNG KINARY,CARATULA OFICIO STRIPE PAQ X 50 TRANSPARENTE,2000,6050,12099673
121010,21-04-23,03-08-23,KAM SHUI LUNG KINARY,CARATULA CARTA GRAIN PAQ X 50 NEGRO,2000,5819,11637266
121009,21-04-23,03-08-23,KAM SHUI LUNG KINARY,CARATULA CARTA GRAIN PAQ X 50 AZUL,2000,5819,11637266
131015,21-04-23,03-08-23,KAM SHUI LUNG KINARY,PROTECTOR DE HOJA GRUESO CARTA PQ X 50 (0.08MM),2000,3545,7090255
113005,05-05-23,18-08-23,YIXING CONNECT PLASTIC TECHNOLOGY CO,BOLSILLO CARTA 225MM X 288MM 125 MIC CAJA X 100,7780,13250,103085159
113008,05-05-23,18-08-23,YIXING CONNECT PLASTIC TECHNOLOGY CO,BOLSILLO OFICIO 225MM X 337MM 125 MIC CAJA X 100,1000,16216,16216443
131012,05-05-23,18-08-23,YIXING CONNECT PLASTIC TECHNOLOGY CO,ACETATOS CARTA PAQ X 50,3200,3164,10125389
111003,05-05-23,18-08-23,YIXING CONNECT PLASTIC TECHNOLOGY CO,ROLLO 226 MM X 60 MTS 125 MICRAS,1020,13843,14120171
111010,05-05-23,18-08-23,YIXING CONNECT PLASTIC TECHNOLOGY CO,ROLLO 375 MM X 60 MTS 125 MICRAS,300,23336,7000757
111016,05-05-23,18-08-23,YIXING CONNECT PLASTIC TECHNOLOGY CO,ROLLO 680 MM X 60 MTS 125 MICRAS BRILLANTE,60,42321,2539258
111008,05-05-23,18-08-23,YIXING CONNECT PLASTIC TECHNOLOGY CO,ROLLO 300 MM X 60 MTS 250 MICRAS,160,37575,6011950
122017,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1    8 MM X 60000 LOOPS BLANCO,30,137889,4136666
122018,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1    8 MM X 60000 LOOPS NEGRO,20,137889,2757777
122020,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1    9 MM X 43000 LOOPS BLANCO,80,116796,9343683
122022,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1    9 MM X 43000 LOOPS NEGRO,40,116800,4672007
122009,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  2.1   16 MM X 10500 LOOPS BLANCO,30,90729,2721884
122010,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  2.1   16 MM X 10500 LOOPS NEGRO,30,90771,2723127
122011,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  2.1   16 MM X 10500 LOOPS PLATA,10,102542,1025421
122013,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  2.1   19 MM X 7000 LOOPS BLANCO,30,84471,2534125
122014,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  2.1   19 MM X 7000 LOOPS NEGRO,15,84471,1267062
122016,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,CARRETE  2.1   19 MM X 7000 LOOPS BRONCE,10,95426,954255
122081,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1    8 MM  CAJA X 100 BLANCO,200,8766,1753246
122085,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   12 MM  CAJA X 100 BLANCO,300,14300,4289858
122094,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   22 MM  CAJA X 50 NEGRO,300,16206,4861839
122099,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   32 MM  CAJA X 30 BLANCO,100,22049,2204862
122047,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 BLANCO,150,157614,23642048
122049,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 NEGRO,80,157613,12609073
122051,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 BLANCO,120,177099,21251872
122053,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 NEGRO,50,177099,8854971
122054,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 PLATA,20,201891,4037813
122052,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 BRONCE,10,201893,2018927
122055,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 BLANCO,60,171174,10270417
122057,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 NEGRO,60,171174,10270417
122058,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 PLATA,30,195115,5853438
122059,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 BLANCO,30,145420,4362599
122060,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 NEGRO,30,145420,4362599
122065,09-06-23,28-08-23,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  32MM CAJA X 96 BLANCO,20,179847,3596932
112002,13-06-23,21-09-23,XINLI INDUSTRIAL CO,ROLLO BOPP BRILLANTE 300 MM X 4000 MT 18 MIC,83,174031,14444590
