CODIGO,FECHA ORDEN DE COMPRA,FECHA DE LLEGADA,NOMBRE PROVEEDOR,PRODUCTO, CANTIDAD , COSTO UNITARIO  , COSTO TOTAL 
112010,05-12-24,14-abr-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP MATE 250 MM X 4000 MT 18 MIC,72,129796,9345342
112011,05-12-24,14-abr-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP MATE 300 MM X 4000 MT 18 MIC,75,156461,11734594
112015,05-12-24,14-abr-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP MATE 345 MM X 4000 MT 18 MIC,76,181217,13772506
112025,05-12-24,14-abr-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP MATE 400 MM X 4000 MT 18 MIC,60,207232,12433928
112016,05-12-24,14-abr-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP MATE 445 MM X 4000 MT 18 MIC,92,234624,21585411
112017,05-12-24,14-abr-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP MATE 495 MM X 4000 MT 18 MIC,170,258458,43937854
112018,05-12-24,14-abr-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP MATE 595 MM X 4000 MT 18 MIC,28,310692,8699367
112019,05-12-24,14-abr-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP MATE 695 MM X 3000 MT 18 MIC,36,362884,13063839
121023,12-02-25,19-may-25,KAM SHUI LUNG KINARY,CARATULA CARTA STRIPE PAQ X 50 TRANSPARENTE,15000,5006,75086378
121018,12-02-25,19-may-25,KAM SHUI LUNG KINARY,CARATULA CARTA STRIPE PAQ X 50 AZUL T-2,3000,5006,15017276
121019,12-02-25,19-may-25,KAM SHUI LUNG KINARY,CARATULA CARTA STRIPE PAQ X 50 HUMO,2000,5006,10011517
121030,12-02-25,19-may-25,KAM SHUI LUNG KINARY,CARATULA OFICIO STRIPE PAQ X 50 TRANSPARENTE,3800,5794,22016817
122020,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1    9 MM X 43000 LOOPS BLANCO,40,116751,4670043
122023,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1    9 MM X 43000 LOOPS PLATA,20,125302,2506036
122024,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1   11 MM X 32000 LOOPS BLANCO,40,121158,4846303
122026,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1   12 MM X 24000 LOOPS BLANCO,50,100552,5027599
122028,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1   12 MM X 24000 LOOPS PLATA,20,105042,2100848
122029,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1   14 MM X 19300 LOOPS BLANCO,35,103783,3632419
122031,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1   14 MM X 19300 LOOPS PLATA,20,111757,2235141
122009,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,CARRETE  2.1   16 MM X 10500 LOOPS BLANCO,30,87416,2622493
122010,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,CARRETE  2.1   16 MM X 10500 LOOPS NEGRO,10,66517,665171
122013,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,CARRETE  2.1   19 MM X 7000 LOOPS BLANCO,30,80660,2419794
122014,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,CARRETE  2.1   19 MM X 7000 LOOPS NEGRO,20,75456,1509119
122015,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,CARRETE  2.1   19 MM X 7000 LOOPS PLATA,20,87291,1745811
122104,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 3.1    9 MM  CAJA X 100 NEGRO,200,8981,1796170
122106,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 3.1   11 MM  CAJA X 100 NEGRO,100,10806,1080640
122081,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1    8 MM  CAJA X 100 BLANCO,100,7974,797365
122085,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   12 MM  CAJA X 100 BLANCO,200,15444,3088742
122086,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   12 MM  CAJA X 100 NEGRO,100,14353,1435258
122090,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   16 MM  CAJA X 50 NEGRO,150,9107,1366013
122091,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   19 MM  CAJA X 50 BLANCO,300,13261,3978434
122092,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   19 MM  CAJA X 50 NEGRO,150,12548,1882202
122093,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   22 MM  CAJA X 50 BLANCO,100,15654,1565354
122095,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   25 MM  CAJA X 50 BLANCO,100,19103,1910320
122041,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  12MM CAJA X 540 BLANCO,80,170672,13653749
122044,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  14MM CAJA X 384 BLANCO,80,159250,12740011
122045,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  14MM CAJA X 384 NEGRO,40,145907,5836295
122050,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 PLATA,40,167070,6682803
122051,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 BLANCO,120,182099,21851925
122055,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 BLANCO,40,157913,6316519
122059,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 BLANCO,30,124407,3732216
122053,18-02-25,09-jun-25,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 NEGRO,40,164309,6572347
113005,19-02-25,13-jun-25,GUANGZHOU HUADA LAMINATING FILM,BOLSILLO CARTA 225MM X 288MM 125 MIC CAJA X 100,2000,10842,21683376
113008,19-02-25,13-jun-25,GUANGZHOU HUADA LAMINATING FILM,BOLSILLO OFICIO 225MM X 337MM 125 MIC CAJA X 100,1000,12690,12689703
113006,19-02-25,13-jun-25,GUANGZHOU HUADA LAMINATING FILM,BOLSILLO CARTA 225MM X 288MM 175 MIC CAJA X 100,1000,16427,16426800
113002,19-02-25,13-jun-25,GUANGZHOU HUADA LAMINATING FILM,BOLSILLO CEDULA 70 X 100 MM 175 MIC CAJA X 100,3000,1930,5790447
113003,19-02-25,13-jun-25,GUANGZHOU HUADA LAMINATING FILM,BOLSILLO TARJETA PROPIEDAD 80 X 110 MM 175 MIC CAJA X 100,2000,2423,4845906
111003,19-02-25,13-jun-25,GUANGZHOU HUADA LAMINATING FILM,ROLLO 226 MM X 60 MTS 125 MICRAS,3600,10965,39473600
111004,19-02-25,13-jun-25,GUANGZHOU HUADA LAMINATING FILM,ROLLO 226 MM X 60 MTS 175 MICRAS,200,16837,3367494
111005,19-02-25,13-jun-25,GUANGZHOU HUADA LAMINATING FILM,ROLLO 226 MM X 60 MTS 250 MICRAS,300,23655,7096378
111010,19-02-25,13-jun-25,GUANGZHOU HUADA LAMINATING FILM,ROLLO 375 MM X 60 MTS 125 MICRAS,100,18234,1823375
111016,19-02-25,13-jun-25,GUANGZHOU HUADA LAMINATING FILM,ROLLO 680 MM X 60 MTS 125 MICRAS BRILLANTE,100,32977,3297680
112001,07-02-25,09-jul-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP BRILLANTE 250 MM X 4000 MT 18 MIC,60,129625,7777471
112002,07-02-25,09-jul-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP BRILLANTE 300 MM X 4000 MT 18 MIC,60,151990,9119421
112006,07-02-25,09-jul-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP BRILLANTE 345 MM X 4000 MT 18 MIC,80,177826,14226051
112026,07-02-25,09-jul-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP BRILLANTE 400 MM X 4000 MT 18 MIC,30,200946,6028365
112007,07-02-25,09-jul-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP BRILLANTE 445 MM X 4000 MT 18 MIC,30,230391,6911730
112008,07-02-25,09-jul-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP BRILLANTE 495 MM X 4000 MT 18 MIC,100,252151,25215138
112009,07-02-25,09-jul-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP BRILLANTE 695 MM X 4000 MT 18 MIC,40,357514,14300561
112024,07-02-25,09-jul-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP MATE 200 MM X 4000 MT 18 MIC,60,101789,6107362
112010,07-02-25,09-jul-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP MATE 250 MM X 4000 MT 18 MIC,40,130327,5213079
112015,07-02-25,09-jul-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP MATE 345 MM X 4000 MT 18 MIC,110,179553,19750875
112025,07-02-25,09-jul-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP MATE 400 MM X 4000 MT 18 MIC,40,202556,8102235
112017,07-02-25,09-jul-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP MATE 495 MM X 4000 MT 18 MIC,250,251236,62808896
112018,07-02-25,09-jul-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP MATE 595 MM X 4000 MT 18 MIC,40,299545,11981813
112019,07-02-25,09-jul-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP MATE 695 MM X 3000 MT 18 MIC,40,349853,13994112
121034,11-03-25,10-jul-25,KAM SHUI LUNG KINARY,CARATULA CARTA STRIPE PAQ X 50 AMARILLO,1000,4670,4669515
121018,11-03-25,10-jul-25,KAM SHUI LUNG KINARY,CARATULA CARTA STRIPE PAQ X 50 AZUL T-2,2000,4670,9339030
121017,11-03-25,10-jul-25,KAM SHUI LUNG KINARY,CARATULA CARTA STRIPE PAQ X 50 AZUL T-1,1500,4670,7004272
121019,11-03-25,10-jul-25,KAM SHUI LUNG KINARY,CARATULA CARTA STRIPE PAQ X 50 HUMO,2000,4670,9339030
121020,11-03-25,10-jul-25,KAM SHUI LUNG KINARY,CARATULA CARTA STRIPE PAQ X 50 LILA,1480,4670,6910882
121022,11-03-25,10-jul-25,KAM SHUI LUNG KINARY,CARATULA CARTA STRIPE PAQ X 50 ROJO,1000,4670,4669515
121024,11-03-25,10-jul-25,KAM SHUI LUNG KINARY,CARATULA CARTA STRIPE PAQ X 50 VERDE T-1,2000,4670,9339030
121023,11-03-25,10-jul-25,KAM SHUI LUNG KINARY,CARATULA CARTA STRIPE PAQ X 50 TRANSPARENTE,6020,4670,28110480
121030,11-03-25,10-jul-25,KAM SHUI LUNG KINARY,CARATULA OFICIO STRIPE PAQ X 50 TRANSPARENTE,3000,5438,16312981
121029,11-03-25,10-jul-25,KAM SHUI LUNG KINARY,CARATULA OFICIO STRIPE PAQ X 50 HUMO,1460,5438,7938984
121031,11-03-25,10-jul-25,KAM SHUI LUNG KINARY,CARATULA OFICIO STRIPE PAQ X 50 VERDE T-2,1540,5438,8373997
122020,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1    9 MM X 43000 LOOPS BLANCO,120,119231,14307732
122022,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1    9 MM X 43000 LOOPS NEGRO,30,119231,3576933
122024,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1   11 MM X 32000 LOOPS BLANCO,50,123205,6160274
122026,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,CARRETE  3.1   12 MM X 24000 LOOPS BLANCO,30,103334,3100009
122009,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,CARRETE  2.1   16 MM X 10500 LOOPS BLANCO,40,95385,3815395
122010,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,CARRETE  2.1   16 MM X 10500 LOOPS NEGRO,20,95385,1907698
122013,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,CARRETE  2.1   19 MM X 7000 LOOPS BLANCO,35,91411,3199368
122014,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,CARRETE  2.1   19 MM X 7000 LOOPS NEGRO,20,91411,1828210
122015,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,CARRETE  2.1   19 MM X 7000 LOOPS PLATA,10,103334,1033336
122104,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 3.1    9 MM  CAJA X 100 NEGRO,100,19872,1987185
122106,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 3.1   11 MM  CAJA X 100 NEGRO,100,19872,1987185
122082,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1    8 MM  CAJA X 100 NEGRO,100,19872,1987185
122085,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   12 MM  CAJA X 100 BLANCO,200,23846,4769244
122086,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   12 MM  CAJA X 100 NEGRO,100,23846,2384622
122089,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   16 MM  CAJA X 50 BLANCO,200,19872,3974370
122090,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   16 MM  CAJA X 50 NEGRO,100,19872,1987185
122091,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   19 MM  CAJA X 50 BLANCO,200,21064,4212832
122092,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   19 MM  CAJA X 50 NEGRO,100,21064,2106416
122093,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   22 MM  CAJA X 50 BLANCO,100,20734,2073429
122095,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,DOBLE O CARTA 2.1   25 MM  CAJA X 50 BLANCO,100,23846,2384622
122041,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  12MM CAJA X 540 BLANCO,40,156988,6279505
122042,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  12MM CAJA X 540 NEGRO,20,157186,3143727
122044,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  14MM CAJA X 384 BLANCO,40,147250,5890016
122046,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  14MM CAJA X 384 PLATA,30,167983,5039501
122047,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 BLANCO,80,144965,11597212
122049,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  16MM CAJA X 308 NEGRO,20,145263,2905264
122051,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 BLANCO,100,162870,16286968
122053,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  19MM CAJA X 252 NEGRO,20,163148,3262958
122055,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 BLANCO,30,157650,4729500
122057,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  22MM CAJA X 192 NEGRO,20,157584,3151675
122059,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  25MM CAJA X 140 BLANCO,20,136718,2734367
122066,18-02-25,04-ago-25,SHW INTERNATIONAL (HK) LIMITED,TIRA 2.1 X 64 LOOPS  32MM CAJA X 96 NEGRO,20,169109,3382189
221003,08-05-25,10-sep-25,ROYAL SOVEREIGN GLOBAL PTE LTD,LAMINADORA ROYAL IL 926W,2016,56790,114488119
221001,08-05-25,10-sep-25,ROYAL SOVEREIGN GLOBAL PTE LTD,LAMINADORA ROYAL NR 901 DIGITAL,150,171294,25694042
221007,08-05-25,10-sep-25,ROYAL SOVEREIGN GLOBAL PTE LTD,"LAMINADORA ROYAL ES 915 - 9""",150,131076,19661469
112007,12-05-25,29-sep-25,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP BRILLANTE 445 MM X 4000 MT 18 MIC,60,213820,12829204
112028,12-05-25,29-sep-25,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP BRILLANTE 595 MM X 4000 MT 18 MIC,20,286677,5733540
112009,12-05-25,29-sep-25,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP BRILLANTE 695 MM X 4000 MT 18 MIC,40,335857,13434285
112011,12-05-25,29-sep-25,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP MATE 300 MM X 4000 MT 18 MIC,58,150541,8731349
112021,12-05-25,29-sep-25,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP MATE 330 MM X 4000 MT 18 MIC,60,166830,10009824
112015,12-05-25,29-sep-25,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP MATE 345 MM X 4000 MT 18 MIC,120,174798,20975790
112025,12-05-25,29-sep-25,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP MATE 400 MM X 4000 MT 18 MIC,40,199636,7985439
112016,12-05-25,29-sep-25,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP MATE 445 MM X 4000 MT 18 MIC,40,223182,8927295
112017,12-05-25,29-sep-25,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP MATE 495 MM X 4000 MT 18 MIC,216,245848,53103216
112018,12-05-25,29-sep-25,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP MATE 595 MM X 4000 MT 18 MIC,60,300711,18042673
112019,12-05-25,29-sep-25,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP MATE 695 MM X 3000 MT 18 MIC,69,345807,23860680
112008,12-05-25,29-sep-25,"FOSHAN GUIHANG IMP & EXP CO., LTD",ROLLO BOPP BRILLANTE 495 MM X 4000 MT 18 MIC,54,239642,12940645
113005,04-06-25,10-oct-25,YIXING CONNECT PLASTIC TECHNOLOGY CO,BOLSILLO CARTA 225MM X 288MM 125 MIC CAJA X 100,5000,10524,52618140
113008,04-06-25,10-oct-25,YIXING CONNECT PLASTIC TECHNOLOGY CO,BOLSILLO OFICIO 225MM X 337MM 125 MIC CAJA X 100,1500,12862,19293318
113006,04-06-25,10-oct-25,YIXING CONNECT PLASTIC TECHNOLOGY CO,BOLSILLO CARTA 225MM X 288MM 175 MIC CAJA X 100,1500,15591,23385840
113011,04-06-25,10-oct-25,YIXING CONNECT PLASTIC TECHNOLOGY CO,BOLSILLO OFICIO 225MM X 337MM 175 MIC CAJA X 100,1000,18124,18124026
113002,04-06-25,10-oct-25,YIXING CONNECT PLASTIC TECHNOLOGY CO,BOLSILLO CEDULA 70 X 100 MM 175 MIC CAJA X 100,3000,2105,6314177
113007,04-06-25,10-oct-25,YIXING CONNECT PLASTIC TECHNOLOGY CO,BOLSILLO CARTA 225MM X 288MM 250 MIC CAJA X 50,500,10913,5456696
131012,04-06-25,10-oct-25,YIXING CONNECT PLASTIC TECHNOLOGY CO,ACETATOS CARTA PAQ X 50,3000,2923,8769690
112001,04-06-25,28-oct-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP BRILLANTE 250 MM X 4000 MT 18 MIC,60,121878,7312658
112002,04-06-25,28-oct-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP BRILLANTE 300 MM X 4000 MT 18 MIC,60,146089,8765319
112006,04-06-25,28-oct-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP BRILLANTE 345 MM X 4000 MT 18 MIC,60,167967,10078017
112026,04-06-25,28-oct-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP BRILLANTE 400 MM X 4000 MT 18 MIC,30,195702,5871047
112007,04-06-25,28-oct-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP BRILLANTE 445 MM X 4000 MT 18 MIC,30,217678,6530343
112008,04-06-25,28-oct-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP BRILLANTE 495 MM X 4000 MT 18 MIC,100,241737,24173687
112009,04-06-25,28-oct-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP BRILLANTE 695 MM X 4000 MT 18 MIC,40,337714,13508565
112024,04-06-25,28-oct-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP MATE 200 MM X 4000 MT 18 MIC,40,96373,3854932
112010,04-06-25,28-oct-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP MATE 250 MM X 4000 MT 18 MIC,60,120693,7241591
112021,04-06-25,28-oct-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP MATE 330 MM X 4000 MT 18 MIC,60,159508,9570470
112015,04-06-25,28-oct-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP MATE 345 MM X 4000 MT 18 MIC,100,167648,16764838
112016,04-06-25,28-oct-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP MATE 445 MM X 4000 MT 18 MIC,40,217599,8703945
112017,04-06-25,28-oct-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP MATE 495 MM X 4000 MT 18 MIC,200,241501,48300189
112018,04-06-25,28-oct-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP MATE 595 MM X 4000 MT 18 MIC,40,289751,11590036
112019,04-06-25,28-oct-25,NEI (HK) INTL CO LIMITED,ROLLO BOPP MATE 695 MM X 3000 MT 18 MIC,80,340240,27219164
